u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,ref,junction,bridge,tunnel,maxspeed,access
1489219632,1489219810,0,135619483,residential,,,False,True,131.02861780495022,"LINESTRING (538339.6020416671 731472.2480257566, 538417.6505315375 731367.5704600138)",,,,,,
1489219632,1489219714,0,135619485,residential,,,False,False,86.03910619062675,"LINESTRING (538339.6020416671 731472.2480257566, 538411.8077352254 731518.8497170652)",,,,,,
1489219632,1489219865,0,135619483,residential,,,False,False,127.83990070105922,"LINESTRING (538339.6020416671 731472.2480257566, 538306.0502422595 731523.7505042421, 538299.3819898181 731527.5707766258, 538291.5217430632 731528.7481501064, 538241.01708226 731526.9221235054)",,,,,,
1489219810,1489219632,0,135619483,residential,,,False,False,131.02861780495022,"LINESTRING (538417.6505315375 731367.5704600138, 538339.6020416671 731472.2480257566)",,,,,,
1489219810,1489219963,0,135619464,residential,,,False,True,94.05488702127569,"LINESTRING (538417.6505315375 731367.5704600138, 538407.704568889 731363.6943703238, 538396.7526223189 731359.9060172398, 538380.6033290931 731358.8777077817, 538324.980705131 731356.7163983915)",,,,,,
1489219810,1489220002,0,135619483,residential,,,False,True,208.69317701533188,"LINESTRING (538417.6505315375 731367.5704600138, 538470.1907294643 731304.1643789083, 538494.9617780661 731274.2677463419, 538502.6428498075 731260.664810131, 538508.4675799966 731245.9993248996, 538514.5621885578 731224.8007113197, 538520.6095705838 731192.1273038301)",,,,,,
1489219714,1489219884,0,135619455,residential,,,False,False,171.3137712277939,"LINESTRING (538411.8077352254 731518.8497170652, 538511.3360803899 731380.1720315831)",,,,,,
1489219714,1489219983,0,135619485,residential,,,False,False,81.1449052676594,"LINESTRING (538411.8077352254 731518.8497170652, 538479.1063319795 731563.9999104694)",,,,,,
1489219714,1489219632,0,135619485,residential,,,False,True,86.03910619062675,"LINESTRING (538411.8077352254 731518.8497170652, 538339.6020416671 731472.2480257566)",,,,,,
1489219865,1489219781,0,23711680,tertiary,,Adeniyi Jones Avenue,False,False,80.7919382814538,"LINESTRING (538241.01708226 731526.9221235054, 538241.9530297512 731516.2771162662, 538244.8423378742 731446.7009606919)",,,,,,
1489219865,1489219941,0,23711680,tertiary,,Adeniyi Jones Avenue,False,True,68.74596875617685,"LINESTRING (538241.01708226 731526.9221235054, 538232.2481885711 731578.9504093821, 538227.6172374729 731593.8488987063)",,,,,,
1489219865,1489219632,0,135619483,residential,,,False,True,127.83990070105922,"LINESTRING (538241.01708226 731526.9221235054, 538291.5217430632 731528.7481501064, 538299.3819898181 731527.5707766258, 538306.0502422595 731523.7505042421, 538339.6020416671 731472.2480257566)",,,,,,
1489219633,1489219811,0,"[282446562, 135619445]",residential,,"['John Akinjide Street', 'Shanu Street']",False,False,305.4380058166602,"LINESTRING (537739.2604815381 729435.0754750611, 537802.2247109484 729502.4194507973, 537807.1086506846 729505.5181085878, 537815.6754178806 729506.1430480459, 537856.3141916288 729470.1327273136, 537858.7279572658 729464.4633399843, 537858.1457165077 729459.1566986744, 537814.2906673541 729413.7692837704, 537762.4324136883 729367.9342378274)",,,,,,
1489219633,1489219895,0,"[282446563, 135619501]",residential,,"['Afariogun Street', 'Jacob Banjoko']",False,False,156.38425899215824,"LINESTRING (537739.2604815381 729435.0754750611, 537729.7594276376 729458.9249435674, 537705.1049920141 729511.7825471301, 537702.1518382981 729514.1462255741, 537698.282792414 729514.1325239809, 537643.2764757395 729480.8977559189)",,,,,,
1489219633,5567087665,0,135619501,residential,,Afariogun Street,False,True,38.6587216832033,"LINESTRING (537739.2604815381 729435.0754750611, 537749.5821021294 729407.5343108446, 537752.3737248078 729398.9246365051)",,,,,,
1489219811,5567087665,0,135619501,residential,,Afariogun Street,False,False,32.752555111691564,"LINESTRING (537762.4324136883 729367.9342378274, 537752.3737248078 729398.9246365051)",,,,,,
1489219811,1489219699,0,135619501,residential,,Afariogun Street,False,True,86.31897816397446,"LINESTRING (537762.4324136883 729367.9342378274, 537773.8009955549 729328.9853773933, 537780.8005705924 729309.8103254603, 537789.1185666022 729286.3580215661)",,,,,,
1489219811,1489219633,0,"[282446562, 135619445]",residential,,"['Shanu Street', 'John Akinjide Street']",False,True,305.4380058166602,"LINESTRING (537762.4324136883 729367.9342378274, 537814.2906673541 729413.7692837704, 537858.1457165077 729459.1566986744, 537858.7279572658 729464.4633399843, 537856.3141916288 729470.1327273136, 537815.6754178806 729506.1430480459, 537807.1086506846 729505.5181085878, 537802.2247109484 729502.4194507973, 537739.2604815381 729435.0754750611)",,,,,,
5567087665,1489219811,0,135619501,residential,,Afariogun Street,False,True,32.752555111691564,"LINESTRING (537752.3737248078 729398.9246365051, 537762.4324136883 729367.9342378274)",,,,,,
5567087665,1489219791,0,581967262,residential,,,False,True,53.77040685548483,"LINESTRING (537752.3737248078 729398.9246365051, 537702.609374608 729378.5831478275)",,,,,,
5567087665,1489219633,0,135619501,residential,,Afariogun Street,False,False,38.6587216832033,"LINESTRING (537752.3737248078 729398.9246365051, 537749.5821021294 729407.5343108446, 537739.2604815381 729435.0754750611)",,,,,,
1489219634,1489219840,0,135619376,residential,,,False,False,65.68650580821544,"LINESTRING (538034.8757785195 731678.5819263884, 538035.5159191102 731743.8823663851)",,,,,,
1489219634,1489219874,0,135619376,residential,,,False,True,165.22165173952845,"LINESTRING (538034.8757785195 731678.5819263884, 538034.2440493813 731601.1213459396, 538036.3597141765 731594.8437522178, 538040.9381234682 731591.895322106, 538051.3298175695 731590.58701028, 538116.0831166548 731592.3343098009)",,,,,,
1489219634,1489219656,0,135619395,residential,,,False,False,152.766671112613,"LINESTRING (538034.8757785195 731678.5819263884, 538056.9008280246 731670.7041361947, 538069.6483522744 731667.4628913007, 538095.2943678077 731666.4525818251, 538101.8156511753 731667.2972595245, 538108.1708942107 731668.4734632728, 538147.0294022383 731679.1460871161, 538163.9255518602 731686.9734807509, 538180.4342535738 731695.5965476971)",,,,,,
1489219840,1489219634,0,135619376,residential,,,False,True,65.68650580821544,"LINESTRING (538035.5159191102 731743.8823663851, 538034.8757785195 731678.5819263884)",,,,,,
1489219874,1489219941,0,135619376,residential,,,False,True,111.45748759226935,"LINESTRING (538116.0831166548 731592.3343098009, 538227.6172374729 731593.8488987063)",,,,,,
1489219874,1489219634,0,135619376,residential,,,False,False,165.22165173952845,"LINESTRING (538116.0831166548 731592.3343098009, 538051.3298175695 731590.58701028, 538040.9381234682 731591.895322106, 538036.3597141765 731594.8437522178, 538034.2440493813 731601.1213459396, 538034.8757785195 731678.5819263884)",,,,,,
1489219874,1489219947,0,135619439,residential,,,False,True,95.8021644146318,"LINESTRING (538116.0831166548 731592.3343098009, 538117.483878545 731533.0600839843, 538115.113501771 731524.0599299739, 538110.3875785222 731516.5505243973, 538101.7797538016 731511.8242071893, 538093.7884865735 731510.6579258041)",,,,,,
1489219656,1489219941,0,23711680,tertiary,,Adeniyi Jones Avenue,False,False,113.18992510925696,"LINESTRING (538180.4342535738 731695.5965476971, 538197.9644722042 731665.871638378, 538216.9704372862 731628.1773347075, 538227.6172374729 731593.8488987063)",,,,,,
1489219656,1489219803,0,23711680,tertiary,,Adeniyi Jones Avenue,False,True,199.60287799695985,"LINESTRING (538180.4342535738 731695.5965476971, 538167.9655843193 731711.1418214069, 538125.4530115926 731757.287707679, 538123.1843962936 731760.9562875755, 538119.1776967287 731768.3822531947, 538115.2804412817 731777.3891144526, 538120.2519819979 731781.3611947238, 538124.6381363807 731784.6474789664, 538127.9083670713 731787.1702160231, 538199.2067336804 731818.791921029)",,,,,,
1489219656,1489219634,0,135619395,residential,,,False,True,152.766671112613,"LINESTRING (538180.4342535738 731695.5965476971, 538163.9255518602 731686.9734807509, 538147.0294022383 731679.1460871161, 538108.1708942107 731668.4734632728, 538101.8156511753 731667.2972595245, 538095.2943678077 731666.4525818251, 538069.6483522744 731667.4628913007, 538056.9008280246 731670.7041361947, 538034.8757785195 731678.5819263884)",,,,,,
1489219637,1489219825,0,135619472,residential,,,False,False,72.96740368063216,"LINESTRING (537962.8560463844 730032.9993531073, 538010.9359052025 729978.4003246465)",,,,,,
1489219637,1489219940,0,135619472,residential,,,False,True,71.02937578316671,"LINESTRING (537962.8560463844 730032.9993531073, 537919.0867536073 730088.6405271365)",,,,,,
1489219637,1489219721,0,135619379,residential,,Alh. Kofoworola Crescent,False,True,220.45297327474353,"LINESTRING (537962.8560463844 730032.9993531073, 538033.5297470393 730092.2569525082, 538059.2174157078 730112.0072950502, 538134.8550492587 730170.1851104512)",,,,,,
1489219825,1489219666,0,135619378,residential,,,False,False,136.7412738540679,"LINESTRING (538010.9359052025 729978.4003246465, 538116.8654805487 730064.4678525083)",,,,,,
1489219825,1489219736,0,135619378,residential,,,False,True,82.27858903920334,"LINESTRING (538010.9359052025 729978.4003246465, 537945.4177279631 729928.8523195729)",,,,,,
1489219825,1489219637,0,135619472,residential,,,False,True,72.96740368063216,"LINESTRING (538010.9359052025 729978.4003246465, 537962.8560463844 730032.9993531073)",,,,,,
1489219940,1489219637,0,135619472,residential,,,False,False,71.02937578316671,"LINESTRING (537919.0867536073 730088.6405271365, 537962.8560463844 730032.9993531073)",,,,,,
1489219940,1489220030,0,282443810,residential,,Ogunlowo Street,False,True,81.44402108910276,"LINESTRING (537919.0867536073 730088.6405271365, 537855.0724205632 730038.5188176564)",,,,,,
1489219940,1489219647,0,282443810,residential,,Ogunlowo Street,False,False,298.505529621757,"LINESTRING (537919.0867536073 730088.6405271365, 538087.9927906401 730222.4744474867, 538152.447955333 730273.9233200821)",,,,,,
1489219638,1489219794,0,135619476,residential,,,False,False,81.5000228952561,"LINESTRING (538529.9270268827 731493.4181938042, 538577.118958893 731427.3332286793)",,,,,,
1489219638,1489219983,0,135619476,residential,,,False,True,87.28778410292607,"LINESTRING (538529.9270268827 731493.4181938042, 538479.1063319795 731563.9999104694)",,,,,,
1489219638,1489219877,0,135619471,residential,,,False,False,414.141981230323,"LINESTRING (538529.9270268827 731493.4181938042, 538589.4991178664 731538.0988118446, 538615.5894284119 731549.9014344324, 538636.7771222971 731554.0397252754, 538652.0439002665 731552.4143679191, 538663.7530287167 731548.2992070821, 538673.2535292127 731541.0871820656, 538681.4104112382 731526.8102681249, 538687.0606201001 731508.8503799508, 538693.5979584916 731486.9114297497, 538705.7744200709 731462.7765687893, 538717.6462099054 731447.4741900783, 538723.2923952478 731435.2516845664, 538723.0026509424 731422.881286191, 538693.2812460592 731308.7096669746)",,,,,,
1489219794,1489219884,0,135619401,residential,,,False,True,81.06118918805083,"LINESTRING (538577.118958893 731427.3332286793, 538511.3360803899 731380.1720315831)",,,,,,
1489219794,1489219638,0,135619476,residential,,,False,True,81.5000228952561,"LINESTRING (538577.118958893 731427.3332286793, 538529.9270268827 731493.4181938042)",,,,,,
1489219794,1489219687,0,135619476,residential,,,False,False,78.68008052807635,"LINESTRING (538577.118958893 731427.3332286793, 538609.5958791353 731380.0309261818, 538619.2702343874 731361.3995234405)",,,,,,
1489219983,1489219638,0,135619476,residential,,,False,False,87.28778410292607,"LINESTRING (538479.1063319795 731563.9999104694, 538529.9270268827 731493.4181938042)",,,,,,
